# time,tag1,attr1,s1,s2,s3,s4,s5,s6
1,tag1,tag2,attr1,attr2,true,10,10,10.01,10.01,text
# BOOLEAN
2,tag1,tag2,attr1,attr2,false,10,10,10.01,10.01,text
3,tag1,tag2,attr1,attr2,true,10,10,10.01,10.01,text
# INT32
4,tag1,tag2,attr1,attr2,true,-2147483648,10,10.01,10.01,text
5,tag1,tag2,attr1,attr2,true,0,10,10.01,10.01,text
6,tag1,tag2,attr1,attr2,true,2147483647,10,10.01,10.01,text
# INT64
7,tag1,tag2,attr1,attr2,true,10,-9223372036854775808,10.01,10.01,text
8,tag1,tag2,attr1,attr2,true,10,0,10.01,10.01,text
9,tag1,tag2,attr1,attr2,true,10,9223372036854775807,10.01,10.01,text
# FLOAT
10,tag1,tag2,attr1,attr2,true,10,10,3.4E38,10.01,text
11,tag1,tag2,attr1,attr2,true,10,10,-3.4E38,10.01,text
12,tag1,tag2,attr1,attr2,true,10,10,0,10.01,text
13,tag1,tag2,attr1,attr2,true,10,10,10,10.01,text
# DOUBLE
14,tag1,tag2,attr1,attr2,true,10,10,10.01,1.7E308,text
15,tag1,tag2,attr1,attr2,true,10,10,10.01,-1.7E308,text
16,tag1,tag2,attr1,attr2,true,10,10,10.01,0,text
17,tag1,tag2,attr1,attr2,true,10,10,10.01,10,text
# TEXT
18,tag1,tag2,attr1,attr2,true,10,10,10.01,10.01,1234567890
19,tag1,tag2,attr1,attr2,true,10,10,10.01,10.01,abcdefghijklmnopqrstuvwsyz
20,tag1,tag2,attr1,attr2,true,10,10,10.01,10.01,ABCDEFGHIJKLMNOPQRSTUVWSYZ
21,tag1,tag2,attr1,attr2,true,10,10,10.01,10.01,`~!@#$%^&*()_+{}|:"<>?-=[]\;'./
22,tag1,tag2,attr1,attr2,true,10,10,10.01,10.01,                           
23,tag1,tag2,attr1,attr2,true,10,10,10.01,10.01,没问题
24,tag1,tag2,attr1,attr2,true,10,10,10.01,10.01, 123abc!@# 
25,tag1,tag2,attr1,attr2,true,10,10,10.01,10.01,123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
26,tag1,tag2,attr1,attr2,true,10,10,10.01,10.01
